iri,label,definition,type
https://www.commoncoreontologies.org/ont00001852,accessory in,"y is_accessory_in x iff x is an instance of Process and y is an instance of Agent, such that y assists another agent in the commission of x, and y was not located at the location of x when x occurred, and y was not an agent_in x.",property
https://www.commoncoreontologies.org/ont00001855,has spatial part,"y has_spatial_part x iff x, y, z, and q are instances of Immaterial Entity, such that for any z connected with x, z is also connected with y, and q is connected with y but not connected with x.",property
https://www.commoncoreontologies.org/ont00001857,is part of process,"x is_part_of_process y iff x and y are instances of Process, such that x occurs during the temporal interval of y, and x either provides an input to y or receives an output of y.",property
https://www.commoncoreontologies.org/ont00001859,is delimited by,An instance of Organization o1 is_delimited_by some Delimiting Domain dd1 iff dd1 is the area within which o1 can legally operate.,property
https://www.commoncoreontologies.org/ont00001861,is material of,An object m is material of an object o when m is the material of which o consists and that material does not undergo a change of kind during the creation of o,property
https://www.commoncoreontologies.org/ont00001862,interval disjoint,"A Temporal Interval INT1 is disjoint with a Temporal Interval INT2 iff INT1 is before or meets INT2 OR INT2 is before or meets INT1. In other words, INT1 and INT2 are disjoint iff INT1 and INT2 do not overlap, contain, or equal one another.",property
https://www.commoncoreontologies.org/ont00001863,uses measurement unit,"y uses_measurement_unit x iff y is an instance of Information Bearing Entity and x is an instance of Measurement Unit, such that x describes the magnitude of measured physical quantity mentioned in y.",property
https://www.commoncoreontologies.org/ont00001864,delimits,An instance of Delimiting Domain dd1 delimits some Organization o1 iff dd1 is the area within which o1 can legally operate.,property
https://www.commoncoreontologies.org/ont00001865,has familial relationship to,A relationship between persons by virtue of ancestry or legal union.,property
https://www.commoncoreontologies.org/ont00001866,is interest of,The inverse of has_interest_in. ,property
https://www.commoncoreontologies.org/ont00001868,is a nominal measurement of,"x is_a_nominal_measurement_of y iff x is an instance of Information Content Entity and y is an instance of Entity, such that x classifies y relative to some set of shared, possibly arbitrary, characteristics.",property
https://www.commoncoreontologies.org/ont00001869,interval during,"A Temporal Interval INT1 is during some Temporal Interval INT2 iff there exist Temporal Instants inst1, inst2, inst3, and inst4 such that inst1 is the starting instant of INT1, inst2 is the ending instant of INT1, inst3 is the starting instant of INT2, inst4 is the ending instant of INT2, inst3 is before inst1, and inst2 is before inst4.",property
https://www.commoncoreontologies.org/ont00001870,interval overlapped by,"A Temporal Interval INT2 is overlapped by some Temporal Interval INT1 iff there exist Temporal Instants inst1, inst2, inst3, inst4 such that inst1 is the starting instant of INT1, inst2 is the ending instant of INT1, inst3 is the starting instant of INT2, inst4 is the ending instant of INT2, inst1 is before inst3, inst3 is before inst2, and inst2 is before inst4.",property
https://www.commoncoreontologies.org/ont00001873,represented by,"y represented_by x iff x is an instance of Information Content Entity, and y is an instance of Entity, and z is carrier of x, such that x is about y in virtue of there existing an isomorphism between characteristics of z and y.",property
https://www.commoncoreontologies.org/ont00001874,is temporal region of,t is temporal region of p iff p occupies temporal region t.,property
https://www.commoncoreontologies.org/ont00001875,interval started by,"A Temporal Interval INT2 is started by some Temporal Interval INT1 iff there exist Temporal Instants inst1, inst2, and inst3 such that inst1 is the starting instant of both INT1 and INT2, inst2 is the ending instant of INT1, inst3 is the ending instant of INT2 and inst2 is before inst3.",property
https://www.commoncoreontologies.org/ont00001877,is a interval measurement of,"x is_a_interval_measurement_of y iff x is an instance of Information Content Entity and y is an instance of Entity, such that x describes some attribute of y relative to a scale which has uniform intervals but has a zero value that does not correspond to an absence of the attribute being measured.",property
https://www.commoncoreontologies.org/ont00001878,is mention of,"x is_mention_of y iff x is an instance Information Bearing Entity and y is an instance Entity, such that x is used as a reference to y.",property
https://www.commoncoreontologies.org/ont00001879,designated by,"x designated_by y iff y is an instance of Information Content Entity and x is an instance of Entity, such that given some context, y uniquely distinguishes x from other entities.",property
https://www.commoncoreontologies.org/ont00001880,capability of aggregate,"x capability_of_aggregate y iff y is an instance of Object Aggregate and x is an instance of Agent Capability, such that x inheres in aggregate y.",property
https://www.commoncoreontologies.org/ont00001884,condition described by,"c condition_described_by p iff p is an instance of a Performance Specification, and p has part d, and d is an instance of a Descriptive Information Content Entity, and p prescribes an entity s, and d describes c, and c is an entity that is causally relevant to s existing as prescribed by p.",property
https://www.commoncoreontologies.org/ont00001886,is affected by,"x is_affected_by y iff x is an instance of Continuant and y is an instance of Process, and y influences x in some manner, most often by producing a change in x.",property
https://www.commoncoreontologies.org/ont00001888,disrupts,A relation where one process disrupts another process from occurring as it would have.,property
https://www.commoncoreontologies.org/ont00001889,capability of,"x capability_of y iff y is an instance of Agent and x is an instance of Agent Capability, such that x inheres in y.",property
https://www.commoncoreontologies.org/ont00001893,instant is after,A temporal instant t2 (a instance of a zero-dimensional temporal region) is after another temporal instant t1 iff there exists some instance of a temporal interval ti1 such that t1 is the starting instant of ti1 and t2 is the ending instant of ti1.,property
